679D	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 7.85 
2	 7.9 	 17.33 
3	 17.4 	 26.9 
4	 26.9 	 36.27 
5	 36.4 	 42.97 
6	 45.9 	 53.53 
7	 55.4 	 64.9 
8	 64.9 	 74.12 
9	 74.4 	 83.13 
10	 83.9 	 89.81 
11	 93.4 	 102.28 
12	 102.9 	 104.4 
13	 104.4 	 106.52 
14	 113.9 	 116.92 
15	 123.4 	 125.2 
16	 132.9 	 133.14 
17	 142.4 	 144.78 
18	 151.9 	 156.17 
19	 161.4 	 164.97 
20	 170.9 	 172.94 
21	 180.4 	 180.61 
22	 188.4 	 188.59 
23	 197.9 	 198.15 
24	 207.4 	 207.84 
25	 216.9 	 217.2 
26	 226.4 	 227.33 
27	 235.9 	 235.9 
