1129C	2.00	20020416	1	From IR ODP 182, CD-ROM,ch.7,p.66
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	7.29
2	7.3	17.12
3	16.8	26.00
4	26.3	36.31
5	35.8	45.33
6	45.3	55.10
7	54.8	62.47
8	64.3	74.41
9	73.8	82.12
10	83.3	93.10
11	92.8	101.65
12	102.3	111.84
13	111.8	121.13
14	121.3	131.01
15	130.8	140.56
16	140.3	149.94
17	149.8	159.13
18	159.3	168.89
19	168.8	178.33
20	178.3	188.07
21	187.8	194.21
22	197.3	204.77
23	206.8	214.52
24	216.3	216.49
25	225.7	231.65
26	235.2	240.53
27	244.7	252.38
28	254.4	262.21
29	263.9	271.67
30	273.3	281.17
31	282.8	282.96
32	291.5	291.50
33	301.0	307.93
34	310.4	317.36
35	319.8	328.50
36	329.1	335.86
37	338.0	347.50
38	346.9	352.39
39	355.7	359.89
40	365.0	371.50
41	374.5	374.57
42	384.2	384.20
43	393.9	395.79
44	403.6	403.76
45	413.3	414.03
46	422.9	432.96
47	432.4	433.48
48	442.0	444.91
