985A	2.00	19991012	1	From IR ODP 162, p.257
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	7.70
2	7.7	17.53
3	17.2	26.97
4	26.7	36.63
5	36.2	46.16
6	45.7	55.52
7	55.2	65.05
8	64.7	74.28
9	74.2	83.93
10	83.7	93.47
11	93.2	113.04
12	102.7	112.49
13	112.2	121.99
14	121.7	141.04
15	131.2	141.28
16	140.7	148.94
17	148.9	155.20
18	155.2	165.06
19	164.7	174.44
20	174.2	179.52
21	183.8	193.64
22	193.4	203.24
23	203.0	212.95
24	212.6	219.07
25	222.2	231.94
26	231.8	241.33
27	241.5	249.95
28	251.1	258.45
29	260.7	269.71
30	270.3	279.14
31	280.0	289.70
32	289.6	299.41
33	299.2	308.52
34	308.8	317.03
35	318.5	328.27
36	328.1	337.96
37	337.7	347.51
38	347.3	357.11
39	356.9	366.28
40	366.5	376.40
41	375.7	385.60
42	385.5	395.41
43	395.3	404.23
44	405.0	415.03
45	414.7	424.23
46	424.4	434.31
47	434.0	443.88
48	443.6	453.43
49	453.2	462.48
50	462.7	472.62
51	472.3	482.87
52	481.9	491.74
53	491.5	501.31
54	501.1	510.97
55	510.7	520.51
56	520.4	529.56
57	530.0	534.99
58	539.6	542.73
59	549.2	553.84
60	558.9	567.30
61	568.6	574.12
62	578.2	579.90
