164	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 14 	 23 
2	 34 	 37 
3	 37 	 43 
4	 43 	 44 
5	 52 	 61 
6	 61 	 62 
7	 70 	 79 
8	 79 	 85 
9	 88 	 88 
10	 98 	 104 
11	 108 	 110.5 
12	 117 	 117.5 
13	 123 	 124 
14	 136 	 136.3 
15	 145 	 145.5 
16	 155 	 155.3 
17	 164 	 165 
18	 173 	 173.3 
19	 182 	 189 
20	 192 	 192.5 
21	 201 	 201.5 
22	 210 	 210.1 
23	 220 	 220 
24	 229 	 229.5 
25	 238 	 239.5 
26	 247 	 247.1 
27	 256 	 256.5 
28	 265 	 273.5 
