1063B	2.00	20011228	1	From IR ODP, 172, p. 253
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	7.83
2	7.8	14.98
3	17.3	27.18
4	26.8	36.48
5	36.3	45.96
6	45.8	55.37
7	55.3	64.88
8	64.8	74.64
9	74.3	84.26
10	83.8	93.92
11	93.3	102.96
12	102.8	112.56
13	112.3	121.80
14	121.8	131.43
15	131.3	141.15
16	140.8	149.84
17	149.8	158.51
18	158.5	167.80
19	167.8	177.47
20	177.3	186.86
21	186.8	196.70
22	196.3	205.73
23	205.8	213.82
24	213.8	219.71
25	217.8	227.55
26	227.4	237.19
27	237.0	246.90
28	246.6	254.96
29	255.8	265.68
30	265.5	275.38
31	275.1	285.04
32	284.7	292.75
33	294.4	304.38
34	304.0	313.48
35	313.6	319.42
36	323.1	332.63
37	332.7	332.99
38	342.0	352.06
