697B	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 18 	 20.86 
2	 27.5 	 37.04 
3	 37.1 	 46.8 
4	 46.8 	 55.92 
5	 56.5 	 63.77 
6	 66.2 	 71.36 
7	 76 	 82.32 
8	 85.7 	 93.95 
9	 95.4 	 101.1 
10	 104.7 	 110.48 
11	 114.3 	 119.76 
12	 119.8 	 124 
13	 128.6 	 135.19 
14	 138.2 	 147.9 
15	 147.9 	 157.46 
16	 157.5 	 166.14 
17	 167.2 	 176.9 
18	 176.9 	 177.27 
19	 186.6 	 193.82 
20	 196.2 	 205.83 
21	 205.9 	 209.02 
22	 215.5 	 219.13 
23	 225.2 	 226.66 
24	 234.8 	 235.92 
25	 244.5 	 247.86 
26	 254.2 	 259.6 
27	 263.9 	 266.44 
28	 273.6 	 278.97 
29	 283.3 	 287.2 
30	 293 	 298.64 
31	 302.6 	 307.21 
32	 312.2 	 319.08 
