480	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 3.79 
2	 4.75 	 8.87 
3	 9.5 	 13.89 
4	 14.25 	 18.8 
5	 19 	 23.6 
6	 23.75 	 28.25 
7	 28.5 	 33 
8	 33.25 	 37.8 
9	 38 	 42.54 
10	 42.75 	 47.2 
11	 47.5 	 49.09 
12	 52.25 	 52.45 
13	 61.75 	 66.1 
14	 66.5 	 70.63 
15	 71.25 	 73.48 
16	 76 	 80.45 
17	 80.75 	 84.7 
18	 85.5 	 89.31 
19	 90.25 	 94.55 
20	 95 	 98.87 
21	 99.75 	 104.01 
22	 104.5 	 109.02 
23	 109.25 	 112.92 
24	 114 	 114 
25	 118.75 	 123.35 
26	 123.5 	 127.36 
27	 128.25 	 132.74 
28	 133 	 137.35 
29	 137.75 	 142.33 
30	 142.5 	 144.66 
31	 147.25 	 151.84 
