468	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 2.55 
2	 3.5 	 9.24 
3	 13 	 21.03 
4	 22.5 	 29.67 
5	 32 	 39.4 
6	 41.5 	 50.68 
7	 51 	 60.5 
8	 60.5 	 64.15 
9	 70 	 78.91 
10	 79.5 	 86.7 
11	 89 	 91.66 
12	 98.5 	 98.62 
13	 108 	 109.2 
14	 117.5 	 117.53 
15	 127 	 127.12 
16	 136.5 	 136.54 
17	 146 	 146.22 
18	 155.5 	 162.54 
19	 165 	 165.19 
20	 174.5 	 174.7 
21	 184 	 185.15 
22	 193.5 	 193.8 
23	 203 	 203.47 
24	 212.5 	 212.75 
25	 222 	 222.25 
26	 231.5 	 231.56 
