714A	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 2.8 
2	 2.8 	 12.4 
3	 12.4 	 21.87 
4	 22 	 31.61 
5	 31.7 	 41.34 
6	 41.4 	 51 
7	 51 	 60.6 
8	 60.6 	 70.2 
9	 70.2 	 75.33 
10	 79.8 	 89.5 
11	 89.5 	 99.05 
12	 99.1 	 108.7 
13	 108.7 	 118.4 
14	 118.4 	 126.8 
15	 126.8 	 134.8 
16	 136.4 	 143.77 
17	 146.1 	 152.91 
18	 155.7 	 163.98 
19	 165.3 	 174.7 
20	 175 	 182.18 
21	 184.7 	 185.7 
22	 194.4 	 201.44 
23	 204.1 	 213.8 
24	 213.8 	 215.83 
25	 223.3 	 226.72 
