70A	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 113 	 120.9 
2	 122 	 131 
3	 131 	 139.2 
4	 140 	 147.9 
5	 149 	 158 
6	 158 	 167.1 
7	 168 	 174.7 
8	 177 	 186 
9	 186 	 192 
10	 192 	 198.4 
11	 201 	 207.4 
12	 210 	 216.1 
13	 219 	 224.2 
14	 228 	 231.7 
15	 238 	 243.2 
16	 247 	 251.3 
17	 256 	 260.9 
18	 262 	 265 
19	 269 	 272.4 
20	 275 	 275.2 
21	 281 	 281.9 
22	 287 	 290.4 
23	 293 	 296 
24	 299 	 302.7 
25	 305 	 308.4 
26	 311 	 315.6 
27	 320 	 323.7 
28	 326 	 327.5 
29	 328 	 328.1 
30	 329 	 329.6 
