882B	2.00	19960326	1	From IR ODP, 145, p. 89
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	4.38
0	4.4	14.05
3	13.9	23.61
4	23.4	33.18
5	32.9	42.50
6	42.4	52.22
7	51.9	61.69
8	61.4	71.35
9	70.9	80.96
10	80.4	89.89
11	89.9	99.87
12	99.4	109.14
13	108.9	118.87
14	118.4	128.26
15	127.9	137.85
16	137.4	147.46
17	146.9	156.80
18	156.4	166.37
19	165.9	175.85
20	175.4	185.51
21	184.9	194.95
22	194.4	204.35
23	203.9	213.86
24	213.4	223.42
25	222.9	232.85
26	232.4	242.45
27	241.9	251.49
28	251.4	261.18
29	260.9	270.72
