433C	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 163 	 164.86 
2	 168 	 168.25 
3	 177.5 	 181.5 
4	 181.5 	 182.69 
5	 187 	 187.12 
6	 190 	 190.7 
7	 196.5 	 196.5 
8	 200.5 	 200.5 
9	 202.5 	 202.89 
10	 204.5 	 211.13 
11	 214 	 218.97 
12	 223.5 	 228.38 
13	 230 	 233 
14	 233 	 237.76 
15	 242.5 	 248.5 
16	 252 	 253.36 
17	 255.5 	 256.23 
18	 258.5 	 258.75 
19	 261.5 	 267.73 
20	 269.5 	 271.95 
21	 279 	 284.85 
22	 288.5 	 294.52 
23	 298 	 306.92 
24	 307.5 	 315.74 
25	 317 	 326.5 
26	 326.5 	 334.75 
27	 336 	 344.04 
28	 345.5 	 351.6 
29	 355 	 357.97 
30	 364.5 	 367.35 
31	 374 	 379.93 
32	 383.5 	 389.92 
33	 393 	 399.75 
34	 402.5 	 412 
35	 412 	 420.5 
36	 420.5 	 427.7 
37	 431 	 436.94 
38	 440.5 	 447.78 
39	 450 	 459.5 
40	 459.5 	 467.62 
41	 469 	 477.17 
42	 478.5 	 485.03 
43	 488 	 491.2 
44	 497.5 	 503.84 
45	 507 	 516.5 
46	 516.5 	 524.3 
47	 526 	 532.45 
48	 535.5 	 540.8 
49	 545 	 547.6 
50	 549 	 549.4 
