986D	2.00	19991012	1	From IR ODP 162, p.291
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	387.8	387.85
2	397.4	402.98
3	407.1	407.98
4	416.7	416.70
5	426.3	426.50
6	435.9	437.58
7	445.5	445.54
8	455.1	457.05
9	464.7	465.12
10	474.3	474.40
11	483.9	484.31
12	493.5	493.50
13	503.1	503.10
14	512.7	518.62
15	522.3	531.74
16	531.9	541.51
17	541.5	546.60
18	551.1	558.95
19	560.7	564.88
20	570.3	570.30
21	580.0	584.68
22	589.6	589.60
23	599.2	599.20
24	608.8	608.80
25	618.4	618.40
26	628.1	628.10
27	637.7	638.03
28	647.4	655.84
29	656.9	662.61
30	666.6	672.15
31	676.2	682.78
32	685.8	694.20
33	695.4	696.88
34	705.0	707.32
35	714.6	724.41
36	724.2	724.21
37	733.8	743.34
38	743.4	749.88
39	753.0	761.94
40	762.6	771.51
41	772.2	779.82
42	781.8	790.86
43	791.4	794.32
44	801.1	806.88
45	810.7	820.44
46	820.3	825.76
47	829.9	833.53
48	839.5	842.22
49	849.2	850.94
50	858.8	865.95
51	868.4	878.00
52	878.1	887.77
53	887.6	896.99
54	897.3	898.34
55	906.9	909.75
56	916.5	916.50
57	926.1	928.95
58	935.7	937.61
59	945.3	950.30
60	955.0	956.73
