792E	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 135.6 	 136.64 
2	 145.2 	 145.68 
3	 154.8 	 157.64 
4	 164.5 	 167.75 
5	 174.1 	 175.03 
6	 183.7 	 185.13 
7	 193.4 	 193.8 
8	 203.1 	 203.59 
9	 212.6 	 218.14 
10	 222.2 	 227.48 
11	 231.9 	 234.55 
12	 241.5 	 245.84 
13	 251.2 	 253.05 
14	 260.9 	 261.14 
15	 270.5 	 273.99 
16	 280.2 	 282.86 
17	 289.9 	 295.2 
18	 299.5 	 305.45 
19	 309 	 312.91 
20	 318.6 	 322.48 
21	 328.3 	 330.52 
22	 337.9 	 342.61 
23	 347.6 	 349.67 
24	 357.3 	 358.6 
25	 367 	 368.74 
26	 376.6 	 377.88 
27	 386.3 	 391.62 
28	 396 	 399.03 
29	 405.6 	 408.63 
30	 415.2 	 423.49 
31	 424.9 	 429.31 
32	 434.6 	 439.44 
33	 444.2 	 448.33 
34	 453.9 	 459.02 
35	 463.5 	 466.18 
36	 473.2 	 480.13 
37	 482.8 	 492.5 
38	 492.5 	 501.52 
39	 502.2 	 509.18 
40	 511.9 	 520.7 
41	 521.6 	 528.4 
42	 531.2 	 540.59 
43	 540.6 	 550.3 
44	 550.3 	 556.89 
45	 560 	 565.7 
46	 569.7 	 579.4 
47	 579.4 	 584.06 
48	 588.6 	 597.8 
49	 597.8 	 607.4 
50	 607.4 	 617.01 
51	 617.1 	 621.96 
52	 626.8 	 634.77 
53	 636.4 	 636.4 
54	 646.1 	 654.43 
55	 655.7 	 659.27 
56	 665.4 	 674.17 
57	 675.1 	 684.05 
58	 684.8 	 690 
59	 694.4 	 702.61 
60	 704 	 713.6 
61	 713.6 	 719.58 
62	 722.9 	 732.5 
63	 732.5 	 737.23 
64	 742.2 	 745.75 
65	 751.8 	 754.07 
66	 761.5 	 769.27 
67	 771.2 	 776.12 
68	 780.9 	 783.59 
69	 790.6 	 798.28 
70	 800.2 	 800.39 
71	 809.9 	 812.95 
72	 819.5 	 820.95 
73	 829.2 	 831.51 
74	 838.8 	 840.95 
75	 848.2 	 849.76 
76	 857.7 	 858.94 
77	 867.1 	 867.5 
78	 876.6 	 877.96 
