489A	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 7.45 
2	 36.5 	 39.32 
3	 46 	 47.29 
4	 55.5 	 63.46 
5	 65 	 72.48 
6	 74.5 	 79.47 
7	 84 	 90.88 
8	 93.5 	 98.36 
9	 103 	 106.54 
10	 112.5 	 116.7 
11	 122 	 129.19 
12	 131.5 	 134.53 
13	 141 	 145.66 
14	 150.5 	 150.62 
15	 160 	 161.95 
16	 164.5 	 169.5 
17	 169.5 	 172.07 
18	 179 	 183 
19	 183 	 187.15 
20	 188.5 	 190.63 
21	 198 	 205.05 
22	 207.5 	 214.64 
23	 217 	 224.9 
24	 226.5 	 235.05 
25	 236 	 243.96 
26	 245.5 	 252.05 
27	 255 	 259.84 
28	 264 	 269.03 
29	 273 	 282 
30	 282 	 289.26 
31	 291 	 293.85 
32	 300 	 300.85 
33	 309 	 309.28 
34	 318 	 318.28 
