883C	2.00	19960326	1	From IR ODP, 145, p. 126
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	3.13
2	3.0	12.85
3	12.5	22.44
4	22.0	30.71
5	31.5	41.14
6	41.0	50.55
7	50.5	60.07
8	60.0	70.08
9	69.5	79.36
10	79.0	88.89
11	88.5	99.30
12	98.0	107.64
13	107.5	117.57
14	117.0	126.43
15	126.5	136.39
16	136.0	145.75
17	145.5	155.34
18	155.0	164.61
19	164.5	173.21
20	174.0	183.76
21	183.5	193.52
22	193.0	203.08
23	202.5	212.63
24	212.0	222.03
25	221.5	231.56
26	231.0	240.88
27	240.5	250.59
28	250.0	250.05
29	259.6	267.51
30	268.7	278.49
31	278.3	288.04
32	288.0	287.74
33	297.6	301.64
34	307.3	314.19
35	317.0	326.58
36	326.5	336.57
37	336.0	345.23
38	345.5	355.47
