718C	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 9.3 	 9.31 
2	 18.8 	 19.07 
3	 28.3 	 33.21 
4	 37.8 	 38.76 
5	 47.3 	 47.3 
6	 56.8 	 56.8 
7	 66.3 	 66.3 
8	 75.8 	 75.8 
9	 85.3 	 85.4 
10	 94.8 	 95.04 
11	 104.3 	 109.77 
12	 113.8 	 117.18 
13	 123.3 	 126.52 
14	 132.8 	 141.03 
15	 142.3 	 146.25 
16	 151.8 	 160.87 
17	 161.3 	 170.59 
18	 170.8 	 171.34 
19	 180.3 	 187.2 
20	 189.8 	 192.66 
21	 199.3 	 199.34 
22	 208.8 	 208.85 
23	 218.3 	 218.34 
24	 227.8 	 227.88 
25	 237.3 	 239.48 
26	 246.8 	 247.45 
27	 256.3 	 257.72 
28	 265.8 	 266.5 
29	 275.3 	 277.2 
30	 284.8 	 285.58 
31	 294.3 	 294.37 
32	 303.8 	 307.5 
33	 313.3 	 313.7 
34	 322.8 	 322.8 
35	 332.3 	 332.34 
36	 341.8 	 343.55 
37	 351.3 	 353.34 
38	 360.8 	 362.15 
39	 370.3 	 370.47 
40	 379.8 	 380.63 
41	 389.3 	 398.8 
42	 398.8 	 400.7 
43	 408.3 	 409.33 
44	 417.8 	 419.25 
45	 427.3 	 429.58 
46	 436.8 	 439.68 
47	 446.3 	 448.4 
48	 455.8 	 456.7 
49	 465.3 	 467.78 
50	 474.8 	 477.43 
51	 484.3 	 486.5 
52	 493.8 	 496.73 
53	 503.3 	 504.69 
54	 512.8 	 514.16 
55	 522.3 	 525.66 
56	 531.8 	 537.47 
57	 541.3 	 548.86 
58	 550.8 	 551.7 
59	 560.3 	 565.84 
60	 569.8 	 571.86 
61	 579.3 	 583.17 
62	 588.8 	 593.73 
63	 598.3 	 607.8 
64	 607.8 	 617.3 
65	 617.3 	 625.21 
66	 626.8 	 630.76 
67	 636.3 	 640.74 
68	 645.8 	 648.25 
69	 655.3 	 658.69 
70	 664.8 	 666.44 
71	 674.3 	 681.56 
72	 683.8 	 693.3 
73	 693.3 	 698.07 
74	 702.8 	 704.84 
75	 712.3 	 712.32 
76	 721.8 	 722.43 
77	 731.3 	 732.07 
78	 740.8 	 748.67 
79	 750.3 	 754.55 
80	 759.8 	 763.45 
81	 769.3 	 773.01 
82	 778.8 	 781.34 
83	 788.3 	 790.3 
84	 797.8 	 799.72 
85	 807.3 	 808.78 
86	 816.8 	 821.5 
87	 826.3 	 828.55 
88	 835.8 	 841.08 
89	 845.3 	 846.13 
90	 854.8 	 857.26 
91	 864.3 	 865.43 
92	 873.8 	 874.16 
93	 878 	 878.91 
94	 887.5 	 897 
95	 897 	 898.22 
96	 906.5 	 907.58 
97	 916 	 916.95 
98	 925.5 	 925.93 
