1063A	2.00	20011227	1	From IR ODP, 172, p. 253
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	5.34
2	5.3	13.70
3	14.8	24.59
4	24.3	34.24
5	33.8	43.22
6	43.3	52.86
7	52.8	62.42
8	62.3	71.95
9	71.8	81.39
10	81.3	89.59
11	90.8	100.42
12	100.3	109.60
13	109.8	118.57
14	119.3	128.47
15	128.8	137.96
16	138.3	147.76
17	147.8	155.98
18	157.3	166.50
19	166.8	176.16
20	176.3	185.56
21	185.8	195.14
22	195.1	201.37
23	201.4	209.31
24	207.6	217.55
25	217.2	226.81
26	226.8	236.59
27	236.4	245.90
28	246.0	255.75
29	255.3	265.10
30	264.9	274.66
31	274.5	284.48
32	284.1	293.67
33	293.8	303.52
34	303.5	313.26
35	313.1	322.79
36	322.6	331.52
37	332.2	341.50
38	341.5	349.28
39	351.1	353.83
40	360.7	369.47
41	370.3	375.71
42	379.9	387.25
43	389.5	398.88
44	399.1	408.68
45	408.7	418.44
