1172A	2.00	20020820	1	From IR ODP 189, CD-ROM,ch.7,p.102-103
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	6.29
2	6.3	16.20
3	15.8	25.59
4	25.3	35.16
5	34.8	44.55
6	44.3	54.02
7	53.8	63.84
8	63.3	73.27
9	72.8	82.59
10	82.3	92.15
11	91.8	101.39
12	101.3	110.10
13	110.8	120.81
14	120.3	129.30
15	129.8	139.84
16	139.3	149.27
17	148.8	158.32
18	158.3	167.91
19	167.8	177.82
20	177.3	186.50
21	186.8	106.86
22	196.3	206.23
23	205.8	215.32
24	215.3	225.20
25	224.8	228.06
26	230.1	235.89
27	239.7	246.91
28	249.3	255.70
29	258.9	266.32
30	268.0	276.50
31	277.6	285.95
32	287.2	295.84
33	296.8	306.42
34	306.5	316.39
35	316.1	324.97
36	325.7	335.13
37	335.3	345.15
38	344.9	353.81
39	354.6	364.40
40	364.2	374.05
41	373.8	383.50
42	383.4	393.10
43	393.0	402.88
44	402.6	412.52
45	412.2	422.16
46	421.8	431.71
47	431.4	441.34
48	441.0	450.90
49	450.6	460.50
50	460.2	460.28
51	469.8	476.29
52	479.4	488.70
53	489.0	498.85
54	498.6	504.57
55	508.3	509.12
56	518.0	518.35
