846C	2.00	19951106	1	From IR ODP, 138/part 1, p. 266
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	2.5	12.20
2	12.0	21.84
3	21.5	31.45
4	31.0	41.09
5	40.5	50.69
6	50.0	58.64
7	59.5	69.71
8	69.0	78.36
9	78.5	77.63
10	88.0	97.95
11	97.5	106.74
12	107.0	116.52
13	116.5	126.25
14	126.0	135.17
15	135.5	145.22
16	145.0	154.74
17	154.5	164.22
18	164.0	173.34
19	173.5	182.34
20	183.0	193.00
