763B	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 0 
2	 190 	 197.65 
3	 199.5 	 207.67 
4	 209 	 213 
5	 218.5 	 224.32 
6	 228 	 236.99 
7	 237.5 	 240.23 
8	 247 	 252.8 
9	 256.5 	 266 
10	 266 	 275.5 
11	 275.5 	 283.26 
12	 285 	 291.37 
13	 294.5 	 303.94 
14	 304 	 311.9 
15	 313.5 	 323 
16	 323 	 331.68 
17	 332.5 	 340.09 
18	 342 	 348.49 
19	 351.5 	 361 
20	 361 	 364.18 
21	 370.5 	 373.33 
22	 380 	 382.19 
23	 389.5 	 397.06 
24	 399 	 408.5 
25	 408.5 	 418 
26	 418 	 424.81 
27	 427.5 	 437 
28	 437 	 446.5 
29	 446.5 	 456 
30	 456 	 465.5 
31	 465.5 	 475 
32	 475 	 484.5 
33	 484.5 	 494 
34	 494 	 503.5 
35	 503.5 	 513 
36	 513 	 522.5 
37	 522.5 	 530.92 
38	 532 	 533.57 
39	 541.5 	 543.73 
40	 551 	 554.22 
41	 560.5 	 563.63 
42	 570 	 579.5 
43	 579.5 	 584.45 
44	 589 	 598.5 
45	 598.5 	 604.15 
46	 608 	 617.5 
47	 617.5 	 622.28 
48	 622.5 	 627.5 
49	 627.5 	 632.5 
50	 632.5 	 637.5 
51	 637.5 	 642.5 
52	 642.5 	 642.5 
53	 647.5 	 648.5 
54	 648.5 	 650.04 
