766A	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 7.68 
2	 7.7 	 17.3 
3	 17.3 	 26.56 
4	 27 	 30.05 
5	 36.7 	 44.99 
6	 46.3 	 55.62 
7	 56 	 65.55 
8	 65.7 	 68.14 
9	 75.3 	 83.03 
10	 85 	 89.59 
11	 94.7 	 104.14 
12	 104.3 	 106.5 
13	 113.9 	 118.44 
14	 123.6 	 130.99 
15	 133.2 	 141.36 
16	 142.9 	 152.24 
17	 152.5 	 162.1 
18	 162.1 	 170.31 
19	 171.7 	 178.66 
20	 181.4 	 186.58 
21	 191 	 193.62 
22	 200.6 	 200.97 
23	 210.3 	 210.84 
24	 219.9 	 221.7 
25	 229.6 	 230.73 
26	 239.3 	 243.87 
27	 248.9 	 252.32 
28	 258.6 	 267.98 
29	 268.3 	 274.89 
30	 277.9 	 284.01 
31	 287.5 	 291.41 
32	 297.2 	 304.4 
33	 306.8 	 310.8 
34	 316.5 	 319.14 
35	 326.1 	 326.64 
36	 335.8 	 337.62 
37	 345.5 	 349.12 
38	 355.1 	 359.43 
39	 364.8 	 368.88 
40	 374.5 	 384.2 
41	 384.2 	 392.14 
42	 393.8 	 400.61 
43	 403.5 	 410.93 
44	 413.2 	 422.06 
45	 422.8 	 432.39 
46	 432.54 	 441.68 
47	 442.2 	 451.8 
48	 451.8 	 461.5 
49	 461.5 	 468.21 
50	 471.2 	 475.3 
51	 480.4 	 489.9 
52	 489.9 	 497.92 
53	 499.1 	 508.2 
54	 508.3 	 517.7 
55	 517.7 	 527.2 
