653B	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 6.1 
2	 6.1 	 15.29 
3	 17.6 	 27.1 
4	 27.1 	 36.6 
5	 36.6 	 46 
6	 46 	 55.4 
7	 55.4 	 64.9 
8	 64.9 	 69.55 
9	 74.4 	 83.72 
10	 84 	 93.31 
11	 93.4 	 102.6 
12	 102.6 	 112.1 
13	 112.1 	 121.55 
14	 121.6 	 124.21 
15	 131 	 140.5 
16	 140.5 	 150 
17	 150 	 159.6 
18	 159.6 	 168.5 
19	 168.5 	 178 
20	 178 	 187 
21	 187 	 196.75 
22	 197.2 	 206.7 
23	 206.7 	 213.95 
24	 216.1 	 217.83 
25	 225.7 	 227.32 
26	 235.3 	 237.65 
27	 244.9 	 251.51 
28	 254.6 	 257.42 
