929A	2.00	19981126	1	From IR ODP 154, p.340
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	4.59
2	4.5	13.83
3	14.0	23.81
4	23.5	32.99
5	33.0	42.96
6	42.5	52.00
7	52.0	61.97
8	61.5	70.95
9	71.0	80.90
10	80.5	89.94
11	90.0	100.04
12	99.5	109.24
13	109.0	118.15
14	118.5	127.36
15	128.0	138.18
16	137.5	142.82
17	147.1	155.52
18	156.8	167.08
19	166.4	172.87
20	176.1	185.85
21	185.7	194.94
22	195.4	205.08
23	205.1	215.09
24	214.4	224.21
25	224.0	233.64
26	233.6	242.42
27	243.4	252.29
28	253.0	259.90
29	262.2	271.94
30	271.9	281.72
31	281.6	291.05
32	291.3	300.35
33	301.0	310.59
34	310.7	320.47
35	320.4	330.09
36	330.0	339.72
37	339.7	349.51
38	349.4	358.22
39	359.0	367.98
40	368.5	377.06
41	378.1	384.72
42	387.7	388.28
43	397.4	305.31
44	407.1	416.96
45	416.7	423.86
46	426.4	430.71
47	436.1	446.13
48	445.7	455.06
49	455.3	465.23
50	465.0	474.83
51	474.6	484.42
52	484.2	493.14
53	493.5	498.42
54	503.2	509.65
55	507.8	508.58
56	517.8	518.52
