1085A	2.00	19990325	1	From IR ODP 175, p.388
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	3.67
2	3.7	13.67
3	13.2	23.24
4	22.7	31.61
5	32.2	42.22
6	41.7	49.01
7	51.2	61.08
8	60.7	68.42
9	70.2	80.17
10	79.7	89.72
11	89.2	98.74
12	98.7	108.51
13	108.2	117.87
14	177.7	127.50
15	127.2	137.10
16	136.7	143.66
17	146.2	156.48
18	155.7	165.69
19	165.2	175.34
20	174.7	184.01
21	184.2	193.68
22	193.7	203.64
23	203.2	213.27
24	212.7	221.88
25	222.2	231.14
26	231.7	241.34
27	241.2	250.92
28	250.7	259.44
29	260.2	269.71
30	269.7	269.71
31	279.2	288.97
32	288.7	297.27
33	298.2	305.00
34	305.0	314.69
35	314.7	324.62
36	324.4	333.95
37	334.0	343.91
38	343.7	353.62
39	353.4	363.32
40	363.0	372.66
41	372.7	382.57
42	382.4	392.25
43	392.1	402.09
44	401.8	411.29
45	411.5	420.44
46	421.1	430.67
47	430.7	440.61
48	440.4	450.30
49	450.0	459.86
50	459.7	467.25
51	468.9	478.82
52	478.5	488.32
53	488.2	498.02
54	497.9	507.09
55	507.6	517.48
56	517.2	526.83
57	526.9	536.82
58	536.6	546.46
59	546.2	556.12
60	555.8	565.70
61	565.5	575.44
62	575.1	585.02
63	584.7	594.65
64	594.4	604.34
