418B	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 .5 
2	 6.8 	 10.7 
3	 16.3 	 25.45 
4	 25.9 	 35.05 
5	 35.4 	 44.65 
6	 44.9 	 53.15 
7	 54.4 	 63.4 
8	 63.9 	 73.3 
9	 73.3 	 82.45 
10	 82.7 	 91.78 
11	 92.1 	 101.5 
12	 101.5 	 107.2 
13	 110.9 	 117.2 
14	 120.3 	 120.3 
15	 129.6 	 134.77 
16	 139.1 	 140.42 
17	 148.6 	 153.33 
18	 158.2 	 159.7 
19	 167.7 	 169.71 
20	 177.2 	 184.44 
21	 186.7 	 196.3 
22	 196.3 	 201.93 
23	 205.8 	 213.86 
24	 215.3 	 217.21 
25	 224.9 	 227.33 
26	 234.4 	 235.47 
27	 244 	 245.38 
28	 253.4 	 257.17 
29	 262.9 	 265.07 
30	 272.4 	 276.2 
31	 281.9 	 284.98 
32	 291.4 	 292.7 
33	 301 	 302.5 
34	 310.5 	 311.1 
35	 320 	 325.71 
