1146A	2.00	20020814	1	From IR ODP 184, CD-ROM,ch.7,p.72
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	3.85
2	3.9	13.33
3	13.4	23.17
4	22.9	32.56
5	32.4	42.25
6	41.9	50.94
7	51.4	61.39
8	60.9	70.13
9	70.4	80.29
10	79.9	89.62
11	89.4	99.53
12	98.9	108.63
13	108.4	118.32
14	117.9	127.70
15	127.4	137.35
16	136.9	144.89
17	146.4	155.78
18	155.9	165.46
19	165.4	175.34
20	174.9	184.74
21	184.4	193.82
22	193.9	203.67
23	203.0	212.80
24	212.7	222.39
25	222.4	222.40
26	232.1	241.98
27	241.7	251.40
28	251.3	261.02
29	260.9	270.43
30	270.6	280.29
31	280.2	289.97
32	289.8	299.54
33	299.5	309.10
34	309.1	318.84
35	318.7	328.36
36	328.4	338.27
37	338.1	347.98
38	347.7	357.57
39	357.3	367.05
40	366.9	376.69
41	376.5	386.29
42	386.1	395.53
43	395.7	405.10
44	405.3	414.60
45	414.9	424.74
46	424.5	434.49
47	434.1	443.99
48	443.7	453.59
49	453.4	463.13
50	463.0	472.70
51	472.4	482.16
52	482.0	491.83
53	491.6	501.35
54	501.2	509.40
55	510.8	520.71
56	520.4	529.56
57	529.9	539.83
58	539.4	549.29
59	549.1	558.97
60	558.7	568.56
61	568.3	578.25
62	578.0	597.50
63	587.6	597.42
64	597.2	607.12
