742A	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 4.45 
2	 4.5 	 5.57 
3	 14.1 	 15.47 
4	 23.7 	 24.56 
5	 33.4 	 33.52 
6	 37.9 	 38.3 
7	 45.9 	 46.13 
8	 55.5 	 59.81 
9	 65.1 	 65.71 
10	 74.7 	 78.42 
11	 84.4 	 87.86 
12	 94.1 	 94.35 
13	 103.7 	 104.6 
14	 113.3 	 117.21 
15	 123 	 128.88 
16	 132.7 	 136.21 
17	 142.3 	 151.76 
18	 152 	 161.08 
19	 161.7 	 171.13 
20	 171.3 	 174.97 
21	 181 	 184.79 
22	 190.7 	 200.04 
23	 200.3 	 209.42 
24	 209.9 	 215.7 
25	 219.6 	 219.6 
26	 229.2 	 236.45 
27	 238.8 	 248.5 
28	 248.5 	 258.1 
29	 258.1 	 267.08 
30	 267.8 	 276.72 
31	 277.4 	 283.22 
32	 287.1 	 293.14 
33	 296.7 	 305.16 
34	 306.3 	 315.17 
