950A	2.00	19981026	1	From IR ODP 157, p.56-59
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	8.93
2	8.9	18.47
3	18.4	27.98
4	27.9	37.65
5	37.4	47.14
6	46.9	56.68
7	56.4	66.35
8	65.9	75.62
9	75.4	85.08
10	84.9	94.13
11	94.4	104.06
12	103.9	113.70
13	113.4	120.21
14	122.9	132.06
15	132.4	141.40
16	141.9	151.75
17	151.4	156.35
18	154.4	158.41
19	160.3	169.22
20	169.9	179.80
21	178.5	188.35
22	188.2	198.12
23	197.8	206.15
24	207.5	217.28
25	217.2	226.61
26	226.8	236.41
27	236.5	246.38
28	246.1	250.24
29	255.7	265.27
30	265.4	274.41
31	275.1	282.82
32	284.8	294.53
33	294.4	304.28
34	304.1	306.96
35	313.7	314.91
36	323.3	326.68
37	333.0	342.88
38	342.6	352.48
39	352.3	362.20
40	362.0	368.19
41	371.6	372.60
