653A	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 3.7 
2	 3.7 	 13.2 
3	 13.2 	 22.7 
4	 22.7 	 32.2 
5	 32.2 	 41.6 
6	 41.6 	 50.26 
7	 51 	 60.5 
8	 60.5 	 70 
9	 70 	 79.6 
10	 79.6 	 88.4 
11	 89 	 98.2 
12	 98.2 	 107.19 
13	 107.7 	 116.73 
14	 117.3 	 126.6 
15	 126.6 	 130.18 
16	 136.1 	 144.37 
17	 145.6 	 154.52 
18	 155.2 	 163.58 
19	 164.1 	 172.16 
20	 173.7 	 181.36 
21	 183.2 	 190.99 
22	 192.9 	 199.26 
23	 202.4 	 211.9 
24	 211.9 	 220.88 
25	 221.4 	 224.35 
26	 231 	 234.5 
