468B	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 16.5 	 23.47 
2	 26 	 28.14 
3	 35.5 	 42.64 
4	 45 	 47.74 
5	 54.5 	 54.52 
6	 64 	 71.51 
7	 73.5 	 73.52 
8	 83 	 88.48 
9	 92.5 	 98.47 
10	 102 	 104.62 
11	 121 	 121.14 
12	 140 	 143.76 
13	 159 	 166.18 
14	 178 	 184.94 
15	 197 	 199.05 
16	 206.5 	 207.3 
17	 216 	 222.57 
18	 225.5 	 228.6 
19	 235 	 235.26 
20	 244.5 	 244.63 
21	 254 	 258.37 
22	 263.5 	 264.5 
23	 273 	 273.3 
24	 282.5 	 282.8 
25	 292 	 295.42 
26	 301.5 	 302.94 
27	 311 	 314.6 
28	 320.5 	 322.22 
29	 330 	 330.93 
30	 339.5 	 340.67 
31	 349 	 351.21 
32	 358.5 	 360.25 
33	 368 	 370.51 
34	 377.5 	 378.68 
35	 387 	 389.33 
36	 396.5 	 398.75 
37	 406 	 408.6 
