1021B	2.00	20010322	1	From IR ODP 167, p.436
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	7.98
2	8.0	17.90
3	17.5	27.35
4	27.0	36.83
5	36.5	46.37
6	46.0	55.98
7	55.5	65.57
8	65.0	75.10
9	74.5	84.73
10	84.0	94.04
11	93.5	103.12
12	103.0	113.03
13	112.5	122.38
14	122.0	131.88
15	131.5	141.56
16	141.0	151.00
17	150.5	160.59
18	160.0	169.88
19	169.5	176.93
20	175.4	177.50
21	185.0	194.71
22	194.7	204.27
23	204.3	214.00
24	214.0	223.74
25	223.6	232.03
26	233.2	242.54
27	242.8	252.52
28	252.4	262.12
29	262.1	271.88
30	271.7	281.39
31	281.3	291.19
32	290.9	300.78
33	300.5	310.13
