274	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 7.9 
2	 9.5 	 17.1 
3	 19 	 27.7 
4	 28.5 	 31.5 
5	 38 	 41.5 
6	 47.5 	 57 
7	 57 	 60 
8	 66.5 	 66.5 
9	 76 	 84.9 
10	 85.5 	 94 
11	 95 	 99.9 
12	 104.5 	 112.6 
13	 114 	 122.6 
14	 123.5 	 133 
15	 133 	 142.5 
16	 142.5 	 147.1 
17	 152 	 155.3 
18	 161.5 	 168.5 
19	 171 	 179.2 
20	 180.5 	 190 
21	 190 	 199.5 
22	 199.5 	 206.7 
23	 209 	 218.5 
24	 218.5 	 226 
25	 228 	 237 
26	 237.5 	 246.7 
27	 247 	 252.7 
28	 256.5 	 266 
29	 266 	 269.7 
30	 275.5 	 285 
31	 285 	 294.5 
32	 294.5 	 304 
33	 304 	 313.5 
34	 313.5 	 323 
35	 323 	 324.6 
36	 332.5 	 334.8 
37	 342 	 343.5 
38	 351.5 	 353.3 
39	 361 	 363.7 
40	 370.5 	 371.5 
41	 380 	 383.3 
42	 389.5 	 393.5 
43	 399 	 404.2 
44	 408.5 	 410.4 
45	 418 	 419.7 
