1131A	2.00	20020417	1	From IR ODP 182, CD-ROM,ch.9,p.57-58
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	3.39
2	3.40	11.94
3	12.9	22.46
4	22.4	32.08
5	31.9	40.52
6	41.4	51.22
7	50.9	59.72
8	60.4	66.90
9	67.6	74.06
10	76.6	84.28
11	85.4	94.00
12	95.0	103.61
13	104.6	112.32
14	113.6	122.44
15	122.6	131.20
16	131.9	140.99
17	141.3	149.76
18	150.6	156.92
19	160.0	168.32
20	169.3	177.20
21	178.6	186.33
22	188.2	194.63
23	197.6	204.36
24	206.6	215.61
25	215.6	221.48
26	225.0	233.01
27	234.5	240.40
28	243.5	250.69
29	252.5	252.52
30	262.0	263.88
31	271.4	280.59
32	280.9	285.73
33	290.4	298.80
34	299.9	309.88
35	309.5	314.18
36	319.1	324.69
37	328.7	333.37
38	338.3	347.89
39	348.0	351.20
40	357.6	362.23
41	367.2	374.17
42	376.8	383.46
43	386.4	390.70
44	395.9	396.11
45	405.5	414.76
46	415.1	415.33
47	424.7	430.65
48	434.3	438.55
49	444.0	451.65
50	453.6	463.55
51	463.2	468.57
52	472.8	473.39
53	482.5	489.84
54	492.1	500.50
55	501.7	506.44
56	511.3	512.53
57	520.9	522.04
58	530.6	532.07
59	540.2	540.42
60	549.8	549.82
61	559.2	559.20
62	568.8	568.82
63	578.4	578.43
64	588.0	588.04
65	597.6	597.86
66	607.3	607.39
