911A	2.00	19970709	1	"From IR ODP, 151, p. 273"
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	9.48
2	9.5	18.96
3	19.0	28.62
4	28.5	37.97
5	38.0	46.4
6	47.5	57.48
7	57.0	64.76
8	65.2	75.36
9	74.7	85.81
10	84.2	94.16
11	93.7	101.84
12	101.9	111.89
13	111.4	121.55
14	120.9	130.59
15	130.4	139.18
16	139.9	147.72
17	149.4	155.63
18	159.0	166.72
19	168.6	176.23
20	178.3	186.98
21	187.9	197.01
22	197.5	205.67
23	207.2	215.97
24	216.8	228.05
25	226.4	230.93
26	236.1	244.92
27	245.8	252.36
28	255.5	265.24
29	265.1	274.65
30	274.7	282.97
31	284.3	294.23
32	294.0	302.59
33	303.6	310.08
34	313.3	322.15
35	322.9	330.78
36	332.6	339.88
37	342.2	349.95
38	351.9	362.29
39	361.4	369.49
40	370.9	379.38
41	380.4	389.45
42	390.0	400.45
43	399.6	405.62
44	409.3	414.17
45	418.9	428.24
46	428.6	436.38
47	438.2	448.59
48	447.8	458.13
49	457.5	465.33
50	467.2	476.97
51	476.8	486.76
52	486.5	496.84
53	496.2	506.23
