871C	2.00	19960806	1	From IR ODP, 144, p. 44
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	124.0	124.00
2	133.7	134.27
3	143.3	143.54
4	152.9	153.43
5	162.6	162.67
6	172.3	172.81
7	181.9	181.97
8	191.5	191.74
9	201.2	201.64
10	210.9	211.02
11	220.5	220.61
12	230.1	230.19
13	239.8	239.92
14	249.5	249.75
15	259.2	259.44
16	268.8	269.03
17	278.1	278.39
18	287.5	287.50
19	297.2	297.30
20	306.9	307.12
21	316.5	317.88
22	326.2	326.44
23	335.8	336.25
24	345.4	345.44
25	355.1	355.36
26	364.7	364.80
27	374.3	374.37
28	383.7	384.87
29	393.4	393.69
30	403.1	404.41
31	412.8	413.23
32	422.5	428.56
33	433.2	436.74
34	441.8	444.90
35	451.5	456.93
36	461.1	464.15
37	469.8	471.94
38	471.8	479.00
39	480.4	488.69
40	489.7	494.50
