258	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 9.5 
2	 9.5 	 13.5 
3	 47.5 	 56.5 
4	 85.5 	 86.1 
5	 123.5 	 127.7 
6	 142.5 	 148.6 
7	 152 	 155.7 
8	 171 	 171 
9	 180.5 	 181.8 
10	 199.5 	 201.5 
11	 215.5 	 219.5 
12	 234.5 	 244 
13	 253.5 	 258.5 
14	 263 	 264.5 
15	 282 	 290 
16	 301 	 308.6 
17	 320 	 327.5 
18	 339 	 344.5 
19	 358 	 358 
20	 377 	 377.8 
21	 405.5 	 410 
22	 435 	 441.7 
23	 472 	 473.6 
24	 510 	 517.5 
25	 519.5 	 524.8 
