646B	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 9 
2	 9 	 14.4 
3	 14.4 	 23.98 
4	 24.1 	 30.59 
5	 33.8 	 38.46 
6	 43.4 	 52.28 
7	 53.1 	 53.11 
8	 62.7 	 62.7 
9	 72.4 	 82 
10	 82 	 90.41 
11	 91.7 	 98.95 
12	 101.4 	 109.72 
13	 111.1 	 119.54 
14	 120.8 	 129.25 
15	 130.5 	 130.5 
16	 140.1 	 141.05 
17	 149.8 	 150.92 
18	 159.1 	 163.21 
19	 168.8 	 169.21 
20	 178.5 	 187.43 
21	 188.2 	 195.11 
22	 197.8 	 207.43 
23	 207.5 	 214.96 
24	 217.1 	 217.1 
25	 226.7 	 226.82 
26	 236.1 	 243.74 
27	 246 	 246 
28	 255.7 	 256.31 
29	 265.3 	 274.4 
30	 275 	 284.49 
31	 284.7 	 293.31 
32	 294.4 	 303.26 
33	 304.1 	 312.06 
34	 313.8 	 316.8 
35	 323.4 	 326.66 
36	 333.1 	 342.8 
37	 342.8 	 352.23 
38	 352.4 	 362 
39	 362 	 371.7 
40	 371.7 	 381.3 
41	 381.3 	 390.17 
42	 391 	 400.7 
43	 400.7 	 405.22 
44	 410.4 	 412.02 
45	 420.1 	 421.14 
46	 429.8 	 434.38 
47	 439.5 	 443.03 
48	 449.1 	 451.53 
49	 458.8 	 462.07 
50	 468.5 	 471.59 
51	 478.1 	 480.37 
52	 487.4 	 489.77 
53	 497.1 	 497.37 
54	 506.9 	 509.47 
55	 516.5 	 520.26 
56	 526.7 	 529.77 
57	 535.8 	 540.3 
58	 545.5 	 549.07 
59	 555.2 	 557.6 
60	 564.4 	 567.66 
61	 574 	 576.97 
62	 583.6 	 589.61 
63	 593.2 	 596.47 
64	 602.9 	 604.82 
65	 612.5 	 620.9 
66	 622.2 	 625.22 
67	 631.8 	 640.97 
68	 641.3 	 646.61 
69	 650.9 	 652.82 
70	 660.5 	 661.64 
71	 670.2 	 678.77 
72	 679.7 	 682.94 
73	 689.3 	 691.96 
74	 699 	 704.39 
75	 708.6 	 715.67 
76	 718.3 	 721.56 
77	 727.9 	 734.79 
78	 737.7 	 739.91 
79	 747.4 	 750.83 
80	 757 	 759.88 
