1127B	2.00	20020416	1	From IR ODP 182, CD-ROM,ch.5,p.69-70
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	5.86
2	5.9	15.37
3	15.4	23.35
4	24.9	34.67
5	34.4	44.19
6	43.9	53.19
7	53.4	61.81
8	62.9	70.54
9	72.4	80.79
10	81.9	89.60
11	91.4	100.31
12	100.9	109.25
13	110.4	118.22
14	119.9	127.43
15	129.4	137.95
16	138.9	145.61
17	148.4	155.23
18	154.9	162.27
19	164.5	171.44
20	174.1	180.15
21	183.7	191.94
22	193.4	201.02
23	203.0	211.20
24	212.6	219.11
25	222.3	229.83
26	231.9	239.73
27	241.5	250.49
28	251.1	259.87
29	260.8	270.83
30	270.4	279.83
31	280.0	289.78
32	289.7	296.22
33	299.3	248.08
34	308.9	318.88
35	318.5	328.36
36	328.1	337.99
37	337.7	347.50
38	347.3	357.19
39	357.0	366.69
40	366.6	374.59
41	376.2	386.06
42	385.6	395.46
43	395.2	404.45
44	404.8	414.54
45	414.4	424.16
46	424.0	429.89
47	433.7	441.74
48	443.3	453.04
49	452.9	459.65
50	462.5	472.28
51	472.1	479.97
52	481.7	487.97
53	491.4	493.72
54	501.1	501.11
55	507.7	507.76
