405	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 8 
2	 8 	 17.02 
3	 17.5 	 21.54 
4	 27 	 29.68 
5	 36.5 	 42.75 
6	 46 	 47.65 
7	 55.5 	 55.95 
8	 65 	 74.5 
9	 74.5 	 77.47 
10	 84 	 93.5 
11	 93.5 	 94.19 
12	 103 	 112.5 
13	 112.5 	 122 
14	 122 	 125.18 
15	 131.5 	 141 
16	 141 	 150.5 
17	 150.5 	 159.14 
18	 160 	 160.85 
19	 169.5 	 174 
20	 179 	 179 
21	 188.5 	 188.5 
22	 198 	 198.04 
23	 207.5 	 207.56 
24	 217 	 217 
25	 226.5 	 227.47 
26	 236 	 236.2 
27	 245.5 	 246.31 
28	 255 	 255.67 
29	 264.5 	 264.82 
30	 274 	 274.17 
31	 283.5 	 287.6 
32	 293 	 297.35 
33	 302.5 	 303.91 
34	 312 	 315.36 
35	 321.5 	 323.2 
36	 331 	 335.1 
37	 340.5 	 343.05 
38	 350 	 354.56 
39	 359.5 	 363.15 
40	 369 	 372.25 
41	 378.5 	 387.38 
42	 388 	 393.59 
43	 397.5 	 407 
