975C	2.00	19990506	1	From IR ODP 161, p.117
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	2.43
2	2.4	12.42
3	11.9	21.42
4	21.4	31.40
5	30.9	40.79
6	40.4	50.42
7	49.9	59.88
8	59.4	69.31
9	68.9	79.16
10	78.4	88.27
11	87.9	98.01
12	97.4	107.49
13	106.9	117.10
14	116.4	126.31
15	125.9	136.07
16	135.4	145.56
17	144.9	154.72
18	154.4	164.22
19	164.1	173.99
20	173.7	183.52
21	183.4	193.17
22	192.9	202.69
23	202.5	212.42
24	212.2	222.04
25	221.7	231.60
26	231.4	240.79
27	241.0	250.79
28	251.0	260.94
29	261.0	261.15
30	270.9	280.63
31	280.8	290.81
32	290.8	300.49
33	300.7	306.87
34	310.7	312.38
