664D	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 2.27 
2	 2.3 	 11.8 
3	 11.8 	 21.3 
4	 21.3 	 30.8 
5	 30.8 	 40.3 
6	 40.3 	 49.8 
7	 49.8 	 59.3 
8	 59.3 	 68.8 
9	 68.8 	 78.3 
10	 78.3 	 87.8 
11	 87.8 	 97.3 
12	 97.3 	 106.8 
13	 106.8 	 116.3 
14	 116.3 	 125.73 
15	 125.8 	 135.3 
16	 135.3 	 144.8 
17	 144.8 	 154.3 
18	 154.3 	 163.8 
19	 163.8 	 173.3 
20	 173.3 	 182.8 
21	 182.8 	 192.3 
22	 192.3 	 201.8 
23	 201.8 	 211.3 
24	 211.3 	 220.8 
25	 220.8 	 230.3 
26	 230.3 	 239.8 
27	 239.8 	 249.3 
28	 249.3 	 258.8 
29	 258.8 	 268.3 
30	 268.3 	 277.8 
31	 277.8 	 287.3 
32	 287.3 	 296.8 
