192	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 .8 
2	 1 	 6.2 
3	 10 	 15.4 
4	 19 	 28 
5	 28 	 35.8 
6	 55 	 57 
7	 74 	 79.1 
8	 92 	 99.8 
9	 121 	 128.9 
10	 148 	 154.8 
11	 176 	 177.9 
12	 204 	 210 
13	 232 	 238.2 
14	 250 	 254.5 
15	 269 	 274.8 
16	 297 	 301.5 
17	 325 	 328.4 
18	 353 	 361.7 
19	 391 	 394 
20	 429 	 431 
21	 475 	 477.9 
22	 522 	 527 
23	 569 	 571.1 
24	 625 	 626.8 
25	 671 	 673.8 
26	 709 	 711 
27	 746 	 752.8 
28	 784 	 785.4 
29	 793 	 793.5 
30	 849 	 852.8 
31	 896 	 898 
32	 905 	 908.1 
33	 912 	 915.5 
34	 922 	 929.7 
35	 932 	 934.7 
