832B	2.00	19951011	1	From IR ODP, 134, p. 398
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	144.4	144.55
2	154.1	154.35
3	163.8	164.90
4	173.7	173.94
5	183.3	183.30
6	193.0	193.00
7	202.2	203.34
8	211.9	212.94
9	221.4	224.52
10	231.0	231.00
11	240.7	240.88
12	250.4	250.40
13	260.0	261.47
14	269.7	270.87
15	279.4	280.96
16	289.0	290.90
17	298.7	301.43
18	308.4	312.60
19	318.1	320.62
20	327.7	331.02
21	337.4	344.25
22	346.9	351.16
23	356.6	357.49
24	366.3	366.30
25	376.0	376.00
26	385.6	386.97
27	395.3	397.26
28	404.9	412.07
29	414.2	421.50
30	423.6	432.88
31	433.2	438.53
32	442.9	448.35
33	451.9	453.46
34	461.5	464.43
35	471.1	474.71
36	480.8	484.17
37	490.4	496.41
38	500.1	502.27
39	509.8	513.53
40	519.5	521.85
41	529.2	531.59
42	538.9	543.15
43	548.5	552.69
44	558.2	559.97
45	567.7	571.63
46	577.4	581.07
47	587.0	590.76
48	596.7	598.23
49	606.4	611.20
50	616.1	621.54
51	625.7	632.41
52	635.3	643.50
53	645.0	654.84
54	654.7	660.50
55	664.4	671.82
56	673.0	679.34
57	682.7	689.22
58	692.3	694.68
59	702.0	711.20
60	711.6	719.29
61	720.8	730.00
62	730.5	735.47
63	739.8	749.64
64	749.5	757.23
65	759.2	768.47
66	768.8	774.12
67	778.6	781.96
68	788.2	788.61
69	797.8	806.50
70	807.7	817.61
71	817.4	824.96
72	827.0	834.96
73	836.7	844.00
74	846.4	851.15
75	856.1	856.10
76	865.7	864.78
77	875.3	875.56
78	885.0	894.55
79	894.7	902.21
80	904.4	910.21
81	914.0	918.67
82	923.7	931.85
83	933.3	938.22
84	942.9	946.37
85	952.6	959.93
86	962.2	966.72
87	971.8	976.57
88	981.1	986.18
89	990.8	1000.26
90	1000.5	1010.36
91	1010.1	1013.09
92	1019.7	1022.08
93	1029.3	1037.13
94	1039.0	1043.52
95	1048.6	1053.87
96	1058.3	1065.31
97	1068.0	1077.29
98	1077.7	1086.41
99	1087.3	1094.68
100	1097.0	1103.34
