1022C	2.00	20010403	1	From IR ODP 167, p.466
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	7.45
2	7.5	17.18
3	17.0	26.87
4	26.5	36.18
5	36.0	45.19
6	45.5	55.55
7	55.0	64.84
8	64.5	74.02
9	74.0	83.71
10	83.5	93.48
11	93.0	102.68
12	102.5	112.55
13	112.0	121.63
14	121.5	131.74
15	131.0	140.83
16	140.5	150.69
17	150.0	160.10
18	159.5	165.68
19	165.2	174.65
20	174.8	184.76
21	184.4	193.17
22	194.0	203.55
23	203.6	213.16
24	213.2	222.94
25	222.9	232.84
26	232.5	242.39
27	242.1	251.74
28	251.8	261.03
29	261.4	271.29
30	271.0	279.90
31	280.6	290.35
32	290.3	300.17
33	299.9	209.72
34	309.6	319.22
35	319.3	328.18
36	328.9	337.04
37	338.6	348.00
38	348.2	357.99
39	357.8	367.67
40	367.4	373.53
41	374.0	375.89
42	383.5	383.80
