396B	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 122 	 123.95 
2	 131.5 	 133 
3	 141 	 142.7 
4	 150.5 	 151.96 
5	 157 	 159.23 
6	 166.5 	 167.35 
7	 174 	 176.4 
8	 183.5 	 185.37 
9	 193 	 196 
10	 202.5 	 204.5 
11	 212 	 213.7 
12	 214.5 	 215.62 
13	 216 	 218.25 
14	 225.5 	 228.85 
15	 235 	 241.6 
16	 244.5 	 250.3 
17	 267.5 	 271.75 
18	 273 	 275.3 
19	 277 	 277.07 
20	 286.5 	 293.1 
21	 296 	 297.45 
22	 305.5 	 310 
23	 315 	 315.95 
24	 324.5 	 325.2 
25	 334 	 334.12 
26	 343.5 	 343.57 
27	 353 	 353 
28	 358.5 	 358.58 
29	 367.5 	 367.5 
30	 377 	 378 
31	 382 	 382 
32	 386.5 	 387.32 
33	 396 	 396.9 
