481A	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 42 	 45.2 
2	 51.5 	 52.79 
3	 61 	 62.33 
4	 70.5 	 74.31 
5	 80 	 89.5 
6	 89.5 	 99 
7	 99 	 108.5 
8	 108.5 	 118 
9	 118 	 127.17 
10	 127.5 	 133.93 
11	 137 	 144.78 
12	 146.5 	 152.45 
13	 156 	 162.02 
14	 165.5 	 170.59 
15	 175 	 179.92 
16	 184.5 	 187.98 
17	 194 	 195.85 
18	 203.5 	 203.99 
19	 213 	 213 
20	 222.5 	 224.57 
21	 232 	 232 
22	 241.5 	 248.59 
23	 251 	 251.66 
24	 260.5 	 270 
25	 270 	 278.8 
26	 279.5 	 287.62 
27	 289 	 297.13 
28	 298.5 	 305.11 
29	 308 	 309.45 
30	 317.5 	 325.63 
31	 327 	 327.53 
32	 336.5 	 336.5 
33	 346 	 346.45 
34	 355.5 	 355.5 
35	 365 	 365 
36	 366 	 366.02 
