765D	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 947.9 	 950.5 
2	 955.1 	 958.69 
3	 964.4 	 967.4 
4	 973.7 	 974.13 
5	 983.2 	 992.4 
6	 992.4 	 994.42 
7	 1002 	 1006.52 
8	 1011.5 	 1012.47 
9	 1020.9 	 1024 
10	 1030.2 	 1031.32 
11	 1039.4 	 1040.42 
12	 1045.1 	 1048.31 
13	 1054.4 	 1057.36 
14	 1063.9 	 1066.35 
15	 1073 	 1074.64 
16	 1082.5 	 1084.45 
17	 1091.7 	 1094.73 
18	 1101.1 	 1104.71 
19	 1110.3 	 1112.79 
20	 1119.5 	 1121.54 
21	 1129 	 1130.5 
22	 1138.6 	 1141.55 
23	 1147.8 	 1150.98 
24	 1157.1 	 1163.03 
25	 1166.5 	 1169.1 
26	 1176 	 1178.74 
27	 1185.4 	 1189.13 
