1126B	2.00	20020415	1	From IR ODP 182, CD-ROM,ch.4,p.85-86
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	6.56
2	6.5	15.68
3	16.0	25.90
4	25.5	35.06
5	35.0	43.55
6	44.5	53.23
7	54.0	63.93
8	63.5	72.99
9	73.0	82.05
10	82.5	88.72
11	92.0	102.12
12	101.5	104.05
13	104.0	104.00
14	109.5	118.26
15	119.0	122.96
16	124.5	124.50
17	128.8	136.85
18	138.3	147.53
19	147.8	157.11
20	157.3	160.31
21	160.3	160.50
22	167.2	168.38
23	176.9	176.93
24	186.5	188.03
25	196.1	197.31
26	205.7	205.88
27	215.3	222.92
28	224.9	228.94
29	234.5	237.35
30	244.1	244.12
31	248.7	248.89
32	253.7	254.84
