1018A	2.00	20010328	1	From IR ODP 167, p.317
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	4.88
2	4.9	14.49
3	14.4	24.43
4	23.9	33.92
5	33.4	43.59
6	42.9	52.85
7	52.4	61.85
8	61.9	71.85
9	71.4	81.47
10	80.9	91.19
11	90.4	99.254
12	99.1	106.24
13	108.7	117.94
14	118.3	127.79
15	128.0	137.68
16	137.7	142.32
17	147.3	157.11
18	156.9	166.85
19	166.5	176.34
20	176.1	186.00
21	185.7	195.52
22	195.3	205.06
23	204.9	214.53
24	214.5	224.32
25	224.2	233.97
26	233.8	243.70
27	243.5	253.33
28	253.0	262.74
29	262.5	272.32
30	272.2	281.96
31	281.8	291.54
32	291.5	301.24
33	301.1	310.88
34	310.7	320.45
35	320.3	330.11
36	330.0	339.78
37	339.7	349.53
38	349.4	359.22
39	359.0	368.84
40	368.7	378.49
41	378.3	388.10
42	387.9	397.45
43	397.5	406.94
44	407.0	416.81
45	416.7	426.28
