804C	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 6.3 
2	 6.3 	 15.8 
3	 15.8 	 25.3 
4	 25.3 	 34.8 
5	 34.8 	 44.3 
6	 44.3 	 53.8 
7	 53.8 	 63.3 
8	 63.3 	 72.8 
9	 72.8 	 80.94 
10	 82.3 	 90.28 
11	 91.8 	 100.71 
12	 101.3 	 110.8 
13	 110.8 	 120.3 
14	 120.3 	 127.22 
15	 129.8 	 134.55 
16	 139.3 	 141.81 
17	 148.8 	 158.06 
18	 158.3 	 166.9 
19	 168 	 176.3 
20	 177.7 	 185.8 
21	 187.4 	 193.98 
22	 197.1 	 206.16 
23	 206.8 	 215.18 
24	 216.5 	 221.34 
25	 226.2 	 235.51 
26	 235.8 	 244.95 
27	 245.4 	 253.98 
28	 255.1 	 264.05 
29	 264.7 	 272.51 
30	 274.4 	 282.89 
31	 284 	 291.98 
32	 293.7 	 301.17 
33	 303.3 	 311.77 
