1020B	2.00	20010403	1	From IR ODP 167, p.394
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	7.82
2	7.8	16.65
3	17.3	27.30
4	26.8	36.87
5	36.3	46.44
6	45.8	55.97
7	55.3	65.47
8	64.8	74.91
9	74.3	84.40
10	83.8	93.75
11	93.3	103.43
12	102.8	112.79
13	112.3	122.37
14	121.8	131.73
15	131.3	141.28
16	140.8	150.87
17	150.3	160.50
18	159.8	169.98
19	169.3	178.93
20	178.9	180.27
21	188.5	198.25
22	198.1	207.93
23	207.7	217.51
24	217.3	217.30
25	227.0	236.74
26	236.6	246.27
27	246.3	256.26
28	255.9	265.78
29	265.3	269.42
30	274.7	278.01
