218	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 1.5 
2	 4 	 12.1 
3	 13.5 	 15.9 
4	 41.5 	 43.8 
5	 70 	 74.2 
6	 108 	 110 
7	 146 	 146.1 
8	 184 	 188.2 
9	 222 	 222.6 
10	 260 	 260.9 
11	 298 	 299.8 
12	 336 	 336.3 
13	 374 	 376.4 
14	 412 	 412.8 
15	 450 	 451.3 
16	 459.5 	 461.3 
17	 469 	 472.3 
18	 478.5 	 479.6 
19	 488 	 490 
20	 497.5 	 498.7 
21	 535.5 	 538.4 
22	 573.5 	 576.4 
23	 611.5 	 614.5 
24	 649.5 	 651.6 
25	 687.5 	 689.2 
26	 725.5 	 727.7 
27	 763.5 	 765.8 
