946A	2.00	19980722	1	From IR ODP 155, p.659
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	7.05
2	7.0	16.50
3	16.5	26.30
4	26.0	35.86
5	35.5	45.37
6	45.0	53.60
7	54.5	64.10
8	64.0	74.01
9	73.5	82.83
10	83.0	85.65
11	92.5	102.26
12	102.0	110.06
13	111.5	117.45
14	121.0	131.85
15	130.5	137.52
16	140.0	149.36
17	149.6	159.36
18	159.2	160.91
19	168.8	168.91
20	178.5	178.5
21	188.2	193.30
22	197.8	197.83
23	207.5	212.36
24	217.1	221.73
25	226.7	226.70
26	236.4	236.40
27	246.1	246.10
28	255.7	256.14
29	265.4	273.67
