984B	2.00	19991012	1	From IR ODP 162, p.172
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	8.43
2	8.5	18.27
3	18.0	27.81
4	27.5	37.36
5	37.0	47.01
6	46.5	56.31
7	56.0	66.11
8	65.5	75.48
9	75.0	84.96
10	84.5	94.08
11	94.0	93.92
12	103.5	113.49
13	113.0	122.92
14	122.5	131.79
15	132.0	141.95
16	141.5	151.34
17	151.0	160.59
18	160.5	170.29
19	170.0	179.57
20	179.5	189.19
21	189.0	198.62
22	198.5	208.04
23	208.0	217.71
24	217.5	226.96
25	227.0	236.71
26	236.5	246.14
27	246.0	255.82
28	255.5	264.88
29	265.0	274.32
30	274.5	283.50
31	284.0	293.46
32	293.5	303.36
33	301.8	311.69
34	311.4	320.43
35	321.0	330.91
36	330.6	336.79
37	340.2	350.02
38	349.8	359.77
39	359.4	369.10
40	369.1	378.94
41	378.7	387.89
42	388.4	398.10
43	398.0	407.85
44	407.6	417.39
45	417.3	427.10
46	426.9	436.53
47	436.5	446.38
48	446.1	446.10
49	455.7	455.70
50	465.3	465.39
51	474.9	474.90
52	484.5	484.50
53	494.1	500.76
