900A	2.00	19951018	1	From IR ODP, 149, p. 214
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	1.36
2	1.5	1.95
3	11.1	13.39
4	20.8	27.79
5	30.4	37.42
6	40.0	49.01
7	49.6	57.82
8	59.3	63.36
9	64.5	68.16
10	74.1	80.29
11	83.7	90.28
12	93.4	98.32
13	103.0	103.03
14	112.7	121.49
15	122.4	127.58
16	132.0	140.88
17	141.6	145.25
18	151.3	157.99
19	160.9	143.30
20	170.6	180.44
21	180.3	189.14
22	189.9	198.52
23	199.5	209.09
24	209.2	218.06
25	218.8	227.57
26	228.4	236.59
27	238.1	246.71
28	247.8	256.84
29	257.5	266.52
30	267.1	276.00
31	276.7	284.91
32	286.4	294.45
33	296.0	305.58
34	305.6	311.21
35	315.3	322.14
36	324.9	333.57
37	334.5	342.81
38	344.2	352.75
39	353.8	362.61
40	363.5	372.04
41	373.2	382.35
42	382.9	391.84
43	392.6	401.74
44	402.3	409.52
45	412.0	419.75
46	421.6	430.67
47	431.1	440.06
48	440.6	449.91
49	450.2	460.04
50	459.9	467.67
51	469.9	478.62
52	479.2	487.64
53	488.9	497.75
54	498.6	504.19
55	508.3	508.30
56	518.0	525.08
57	527.6	535.68
58	537.2	541.65
59	546.9	556.00
60	556.6	563.95
61	566.2	571.92
62	575.9	579.47
63	585.6	588.27
64	595.1	598.16
65	604.6	607.47
66	614.1	617.09
67	623.8	627.41
68	633.4	638.07
69	643.1	646.34
70	652.7	655.50
71	662.4	666.53
72	672.1	675.00
73	681.7	685.07
74	691.4	693.94
75	701.1	703.78
76	710.4	713.26
77	720.0	723.65
78	729.7	731.98
79	739.4	739.86
80	748.9	751.03
81	758.5	761.17
82	767.8	774.03
83	774.0	777.08
84	777.5	782.48
85	786.7	794.58
86	795.7	796.44
