987E	2.00	19991013	1	From IR ODP 162, p.349
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	363.3	367.15
2	369.2	373.54
3	378.8	383.00
4	388.4	388.55
5	398.0	406.37
6	407.6	416.47
7	417.2	426.06
8	426.8	436.06
9	436.4	444.44
10	446.1	454.85
11	455.8	459.99
12	465.4	474.00
13	475.0	483.78
14	484.6	489.53
15	494.2	502.10
16	503.8	511.90
17	513.4	521.51
18	523.0	530.41
19	532.6	539.68
20	542.2	550.62
21	551.8	559.96
22	561.4	570.23
23	571.0	577.90
24	580.6	584.63
25	590.2	597.73
26	599.9	607.49
27	609.5	614.48
28	619.1	623.45
29	628.8	636.82
30	638.4	640.47
31	648.0	651.30
32	657.6	662.46
33	667.2	670.23
34	676.8	681.31
35	686.4	692.43
36	696.0	402.19
37	705.6	713.53
38	715.2	723.92
39	724.9	733.47
40	734.5	741.49
41	744.1	746.91
42	753.6	753.60
43	763.2	768.79
44	772.8	777.50
45	782.5	783.69
46	792.1	792.92
47	801.8	810.22
48	811.3	817.75
49	820.9	825.63
50	830.6	835.17
51	840.2	846.30
52	849.8	853.14
