1167A	2.00	20020812	1	From IR ODP 188, CD-ROM,ch.5,p.85
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	5.17
2	5.2	12.50
3	14.7	23.13
4	24.2	31.56
5	33.7	39.72
6	39.7	39.70
7	39.7	41.91
8	45.0	51.14
9	54.7	55.56
10	64.3	68.85
11	73.7	81.35
12	83.3	85.60
13	93.0	100.19
14	102.6	112.54
15	112.3	112.30
16	121.9	121.90
17	131.5	131.60
18	140.7	140.70
19	150.3	156.04
20	159.9	163.90
21	169.6	171.49
22	179.2	181.05
23	188.8	189.22
24	198.4	199.33
25	208.0	217.97
26	217.6	227.45
27	227.2	228.32
28	236.9	243.10
29	246.5	249.37
30	256.1	263.53
31	265.7	266.96
32	275.3	283.12
33	284.6	287.18
34	293.9	296.53
35	303.2	303.93
36	312.8	313.35
37	322.5	326.78
38	332.1	336.18
39	341.7	343.96
40	351.3	356.04
41	360.9	368.70
42	370.6	373.58
43	380.2	383.94
44	389.8	392.79
45	399.4	400.23
46	409.0	409.30
47	418.7	420.71
48	428.3	434.86
49	437.9	443.70
