573B	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 138.5 	 147.06 
2	 148 	 157.5 
3	 157.5 	 167 
4	 167 	 176.5 
5	 176.5 	 185.91 
6	 186 	 195.5 
7	 195.5 	 203.53 
8	 205 	 214.5 
9	 214.5 	 224 
10	 224 	 232.84 
11	 233.5 	 242.93 
12	 243 	 250.25 
13	 252.5 	 262 
14	 262 	 271.5 
15	 271.5 	 279.95 
16	 281 	 288.8 
17	 290.5 	 298.26 
18	 300 	 304.64 
19	 309.5 	 312.81 
20	 319 	 328.32 
21	 328.5 	 335.02 
22	 338 	 344.05 
23	 347.5 	 353.79 
24	 357 	 362.28 
25	 366.5 	 368.43 
26	 376 	 383.76 
27	 385.5 	 392.5 
28	 395 	 399.91 
29	 404.5 	 411.9 
30	 414 	 420.4 
31	 423.5 	 425.54 
32	 433.5 	 437.54 
33	 442.5 	 450.75 
34	 452 	 454.48 
35	 461.5 	 468.98 
36	 471 	 476.16 
37	 480.5 	 482.3 
38	 490 	 494.48 
39	 499.5 	 503.95 
40	 509 	 511.06 
41	 514 	 514 
42	 520.5 	 526.94 
43	 528 	 529 
