1196B	2.00	20020626	1	From IR ODP 194, CD-ROM,ch.7,p.119
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	2.72
2	9.7	9.99
3	19.4	19.43
4	28.8	29.76
5	38.2	39.09
6	47.2	48.10
7	56.8	59.05
8	66.2	66.44
9	75.8	77.65
10	84.8	85.73
11	94.5	94.67
12	104.1	104.32
13	110.0	111.43
14	114.7	116.44
15	116.9	117.98
16	118.2	119.36
17	122.9	123.47
18	123.4	124.92
19	128.1	128.10
20	130.3	130.77
21	135.0	135.00
22	139.7	140.21
23	142.0	142.00
24	145.0	145.06
25	149.7	150.20
26	154.4	154.40
27	159.1	159.46
28	163.8	164.17
29	168.5	170.36
30	172.5	173.99
31	177.2	178.16
32	180.2	180.43
33	184.9	185.62
34	189.6	189.60
35	194.3	194.36
36	199.0	199.11
37	203.7	203.70
38	208.4	208.40
39	213.1	213.48
40	217.8	218.08
41	218.8	219.04
42	223.5	223.77
43	228.2	228.20
44	232.9	233.02
45	234.3	234.60
46	237.8	237.95
47	242.5	242.73
48	247.2	247.30
49	251.2	251.50
50	255.9	256.20
51	260.6	260.65
