1091B	2.00	20000114	1	From IR ODP 177, p.60
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	7.79
2	7.8	14.54
3	17.3	23.87
4	26.8	34.55
5	36.3	43.52
6	45.8	54.09
7	55.3	6.494
8	64.8	72.31
9	74.3	82.93
10	83.8	91.75
11	93.3	99.55
12	102.8	111.52
13	112.3	122.14
14	121.8	127.12
15	131.3	139.91
16	140.8	148.16
17	150.3	156.90
18	159.8	168.12
19	169.3	177.42
20	178.8	185.37
21	188.3	196.28
22	197.8	205.58
23	207.3	213.79
24	216.8	219.19
25	226.3	233.40
26	235.8	243.13
27	245.3	250.93
28	254.8	255.65
29	264.3	268.92
