1065A	2.00	20011108	1	From IR ODP, 173, p.71
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	251.0	257.12
2	260.7	263.29
3	270.3	273.25
4	280.0	286.78
5	289.6	291.35
6	299.2	302.65
7	308.8	308.87
8	318.5	318.64
9	328.1	328.75
10	337.7	338.07
11	347.3	347.53
12	356.8	356.89
13	371.0	371.47
14	376.0	376.30
15	385.7	385.79
16	395.5	395.63
17	404.9	405.64
18	424.2	424.78
19	443.5	443.58
20	462.9	463.01
21	466.5	466.51
22	482.2	482.97
23	501.5	502.33
24	520.8	521.75
25	530.4	530.51
26	540.0	540.63
27	549.7	552.71
28	559.3	560.23
29	568.9	570.19
30	578.5	580.15
31	588.1	590.83
32	597.7	599.39
33	607.4	609.84
34	617.1	618.35
35	626.7	627.08
