236	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 6 
2	 6.5 	 7.5 
3	 16 	 20.2 
4	 25.5 	 33 
5	 35 	 42.2 
6	 44.5 	 54 
7	 54 	 63.5 
8	 63.5 	 72.9 
9	 73 	 79.5 
10	 82.5 	 89.1 
11	 92 	 95 
12	 101.5 	 111 
13	 111 	 120.5 
14	 120.5 	 124.6 
15	 130 	 139.5 
16	 139.5 	 148.3 
17	 149 	 158.5 
18	 158.5 	 167.5 
19	 168 	 171.9 
20	 177.5 	 183.7 
21	 187 	 195.8 
22	 196.5 	 201.6 
23	 206 	 215.4 
24	 215.5 	 225 
25	 225 	 234.5 
26	 234.5 	 244 
27	 244 	 245.8 
28	 253.5 	 254.7 
29	 263 	 264.2 
30	 272.5 	 274.3 
31	 282 	 284.6 
32	 291.5 	 294.8 
33	 301 	 304.7 
34	 306.5 	 309.3 
35	 312.5 	 315.6 
36	 322 	 325 
37	 326 	 327.5 
