364	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 7.5 	 17 
2	 36 	 40.35 
3	 64.5 	 73.4 
4	 102.5 	 112 
5	 150 	 154.9 
6	 197.5 	 202.6 
7	 245 	 246.7 
8	 283 	 292.4 
9	 321 	 326.95 
10	 349.5 	 358.25 
11	 359 	 368.5 
12	 368.5 	 377.9 
13	 397 	 399.75 
14	 425.5 	 433.7 
15	 463.5 	 470.8 
16	 501.5 	 509.9 
17	 530 	 539.5 
18	 549 	 553 
19	 568 	 574.15 
20	 577.5 	 584.25 
21	 596.5 	 601 
22	 615.5 	 620.35 
23	 644 	 649.6 
24	 672.5 	 675.65 
25	 701 	 710.5 
26	 710.5 	 720 
27	 720 	 726.05 
28	 748.5 	 754.2 
29	 767.5 	 773.1 
30	 786.5 	 791.1 
31	 805.5 	 811.55 
32	 824.5 	 830.75 
33	 843.5 	 850.6 
34	 872 	 877.35 
35	 891 	 896.1 
36	 910 	 913.65 
37	 929 	 936.7 
38	 948 	 957.4 
39	 967 	 975.1 
40	 986 	 992.45 
41	 1005 	 1009.8 
42	 1024 	 1032.5 
43	 1033.5 	 1037.5 
44	 1043 	 1047.8 
45	 1062 	 1066 
46	 1081 	 1081.6 
